developerCountry,countryCode,userRatingCount,primaryGenreName,downloads,deviceType,hasPrivacyLink,hasTermsOfServiceLink,hasTermsOfServiceLinkRating,isCorporateEmailScore,adSpent,appAge,averageUserRating,appContentBrandSafetyRating,appDescriptionBrandSafetyRating,mfaRating,ID,coppaRisk,developerCountry_missing,downloads_min,downloads_max,isCorporateEmailScore_missing,adSpent_missing,appAge_missing,averageUserRating_missing
,GLOBAL,0,Education,6.621405651764134,GLOBAL,True,False,-1,0.0,7.750848993744848,19.1,0.0,-1,0,0,-1,0.0,1,500.0,1000.0,1,1,0,0
,GLOBAL,0,Entertainment,6.621405651764134,GLOBAL,False,False,-1,0.0,7.750848993744848,109.66666666666669,5.0,-1,0,0,-1,0.0,1,500.0,1000.0,0,1,0,0
,GLOBAL,1,Utilities,6.621405651764134,GLOBAL,True,False,-1,0.0,7.750848993744848,27.53333333333333,5.0,-1,2,0,-1,0.0,1,500.0,1000.0,1,1,0,0
,GLOBAL,569,Games,11.225256725762893,GLOBAL,True,False,-1,0.0,7.750848993744848,48.6,3.0,-1,1,0,-1,0.0,1,50000.0,100000.0,0,1,0,0
,GLOBAL,2,Lifestyle,6.621405651764134,GLOBAL,True,False,2,99.0,7.750848993744848,27.6,0.0,-1,0,0,-1,0.0,1,500.0,1000.0,0,1,0,0
,VN,3115,Games,6.621405651764134,GLOBAL,True,True,0,0.0,24.40590441944865,31.066666666666663,4.0,-1,1,0,-1,0.0,1,500.0,1000.0,0,0,0,0
,GLOBAL,8,Photography,8.006700845440367,GLOBAL,True,False,-1,0.0,7.750848993744848,39.36666666666667,2.0,-1,0,0,-1,0.0,1,1000.0,5000.0,0,1,0,0
,GLOBAL,0,Business,6.621405651764134,GLOBAL,False,False,2,0.0,7.750848993744848,65.2,0.0,-1,0,0,-1,0.0,1,500.0,1000.0,1,1,0,0
,GLOBAL,252,Music & Audio,10.308985993422082,GLOBAL,True,True,0,99.0,7.750848993744848,52.56666666666667,4.0,1,0,0,-1,0.0,1,10000.0,50000.0,0,1,1,0
,GLOBAL,0,Entertainment,6.621405651764134,GLOBAL,True,False,-1,99.0,7.750848993744848,32.733333333333334,0.0,-1,0,0,-1,0.0,1,500.0,1000.0,0,1,0,0
,GLOBAL,9,Lifestyle,8.006700845440367,GLOBAL,True,False,-1,0.0,7.750848993744848,91.86666666666666,3.0,1,0,0,-1,0.0,1,1000.0,5000.0,0,1,0,0
,GLOBAL,15,Communication,8.006700845440367,GLOBAL,True,False,-1,99.0,7.750848993744848,54.2,4.0,-1,0,0,-1,0.0,1,1000.0,5000.0,0,1,0,0
,GLOBAL,0,Music & Audio,2.1400661634962708,GLOBAL,True,False,-1,0.0,7.750848993744848,61.06666666666667,3.0,-1,1,0,-1,0.0,1,5.0,10.0,0,1,0,1
REPUBLIC OF KOREA,GLOBAL,4,Business,6.621405651764134,GLOBAL,True,False,-1,99.0,7.750848993744848,23.633333333333333,5.0,-1,0,0,-1,0.0,0,500.0,1000.0,0,1,0,0
,GLOBAL,25,Finance,8.006700845440367,GLOBAL,True,False,-1,0.0,7.750848993744848,27.133333333333333,3.0,-1,0,0,-1,0.0,1,1000.0,5000.0,0,1,0,0
,GLOBAL,0,Utilities,6.621405651764134,GLOBAL,False,False,-1,99.0,7.750848993744848,142.83333333333334,0.0,-1,0,0,-1,0.0,1,500.0,1000.0,0,1,0,0
,GLOBAL,18,Games,8.006700845440367,GLOBAL,True,False,-1,0.0,7.750848993744848,38.766666666666666,3.0,-1,1,0,-1,0.0,1,1000.0,5000.0,0,1,0,0
,GLOBAL,0,Lifestyle,6.621405651764134,GLOBAL,True,False,-1,0.0,7.750848993744848,76.0,0.0,-1,0,0,-1,0.0,1,500.0,1000.0,0,1,0,0
,GLOBAL,85,Books & Reference,5.707110264748875,GLOBAL,True,False,-1,0.0,7.750848993744848,31.366666666666667,3.0,-1,1,0,-1,0.0,1,100.0,500.0,0,1,0,0
,GLOBAL,42,Entertainment,8.922791623969637,GLOBAL,True,False,-1,0.0,7.750848993744848,26.566666666666663,4.0,-1,0,0,-1,0.0,1,5000.0,10000.0,0,1,0,0
,GLOBAL,3054,Games,6.621405651764134,GLOBAL,True,True,0,0.0,7.750848993744848,130.93333333333334,4.0,-1,0,0,-1,0.0,1,500.0,1000.0,1,1,0,0
UNITED STATES,GLOBAL,0,Shopping,4.330733340286331,GLOBAL,True,False,-1,99.0,7.750848993744848,5.466666666666667,0.0,-1,0,0,-1,0.0,0,50.0,100.0,0,1,0,0
,GLOBAL,4,Education,6.621405651764134,GLOBAL,True,False,-1,99.0,7.750848993744848,61.23333333333333,4.0,-1,0,0,-1,1.0,1,500.0,1000.0,0,1,0,0
,GLOBAL,0,Education,2.1400661634962708,GLOBAL,True,False,-1,99.0,7.750848993744848,58.46666666666666,3.0,-1,0,0,-1,0.0,1,5.0,10.0,0,1,0,1
,GLOBAL,0,Tools,8.006700845440367,GLOBAL,True,False,-1,0.0,7.750848993744848,82.03333333333333,5.0,-1,0,0,-1,0.0,1,1000.0,5000.0,0,1,0,0
,GLOBAL,0,Tools,8.006700845440367,GLOBAL,True,False,-1,0.0,7.750848993744848,5.533333333333333,0.0,-1,0,0,-1,0.0,1,1000.0,5000.0,0,1,0,0
,GLOBAL,0,Business,5.707110264748875,GLOBAL,True,False,-1,99.0,7.750848993744848,65.03333333333333,3.0,-1,0,0,-1,0.0,1,100.0,500.0,0,1,0,1
,GLOBAL,0,Lifestyle,6.621405651764134,GLOBAL,False,False,-1,0.0,7.750848993744848,113.26666666666668,0.0,1,0,0,-1,0.0,1,500.0,1000.0,1,1,0,0
UNITED STATES,KR,3847750,Music & Audio,19.519293035953808,GLOBAL,True,False,2,99.0,789.0866072124478,93.86666666666666,4.0,1,0,0,-1,0.0,0,100000000.0,500000000.0,0,0,0,0
,GLOBAL,0,Business,2.1400661634962708,GLOBAL,True,False,-1,99.0,7.750848993744848,16.233333333333334,0.0,-1,0,0,-1,0.0,1,5.0,10.0,0,1,0,0
,GLOBAL,0,Maps & Navigation,3.4339872044851463,GLOBAL,True,False,-1,0.0,7.750848993744848,58.833333333333336,3.0,-1,0,0,-1,0.0,1,10.0,50.0,0,1,0,1
,US,220,Education,12.611541086966115,smartphone,True,False,2,0.0,13.164514701951642,96.36666666666666,3.0,1,0,0,-1,0.0,1,100000.0,500000.0,0,0,0,0
,GLOBAL,1,Sports,6.621405651764134,GLOBAL,False,False,-1,0.0,7.750848993744848,132.4,5.0,-1,1,0,-1,0.0,1,500.0,1000.0,1,1,0,0
INDIA,GLOBAL,135,Education,11.225256725762893,GLOBAL,True,False,2,99.0,7.750848993744848,131.7,4.0,0,0,0,-1,1.0,0,50000.0,100000.0,0,1,0,0
,,47592,Games,14.914123179965662,GLOBAL,True,True,0,99.0,0.4196906316734239,113.03333333333332,4.0,1,0,0,-1,1.0,1,1000000.0,5000000.0,0,0,0,0
,,0,Games,8.006700845440367,tablet,True,False,-1,0.0,5.552294995532135,1.0666666666666669,0.0,-1,0,0,-1,0.0,1,1000.0,5000.0,0,0,0,0
,GLOBAL,161,Entertainment,10.308985993422082,GLOBAL,True,False,-1,0.0,7.750848993744848,3.1,4.0,-1,2,0,-1,0.0,1,10000.0,50000.0,0,1,0,0
SINGAPORE,EMEA,1325238,Video Players & Editors,19.519293035953808,GLOBAL,True,False,2,99.0,1.8513140151387832,84.83333333333333,4.0,2,0,0,-1,0.0,0,100000000.0,500000000.0,0,0,0,0
,GLOBAL,6,Food & Drink,5.707110264748875,GLOBAL,True,False,-1,99.0,7.750848993744848,42.2,5.0,-1,0,0,-1,0.0,1,100.0,500.0,0,1,0,0
,GLOBAL,0,Entertainment,1.3862943611198906,GLOBAL,True,False,-1,0.0,7.750848993744848,28.666666666666668,3.0,-1,2,0,-1,0.0,1,1.0,5.0,0,1,0,1
,GLOBAL,11,Lifestyle,6.621405651764134,GLOBAL,True,True,0,0.0,7.750848993744848,83.3,0.0,-1,0,0,-1,0.0,1,500.0,1000.0,1,1,0,0
,GLOBAL,3821,Games,6.621405651764134,GLOBAL,True,False,-1,99.0,0.1361012658227847,161.8,4.0,0,0,0,-1,0.0,1,500.0,1000.0,0,0,0,0
,GLOBAL,10,Tools,8.006700845440367,GLOBAL,True,False,-1,0.0,7.750848993744848,12.966666666666669,3.0,-1,0,0,-1,0.0,1,1000.0,5000.0,0,1,0,0
,GLOBAL,0,Stickers,6.621405651764134,GLOBAL,True,False,-1,0.0,7.750848993744848,17.733333333333334,0.0,-1,0,0,-1,1.0,1,500.0,1000.0,1,1,0,0
,GLOBAL,0,Music,6.621405651764134,GLOBAL,False,False,-1,0.0,7.750848993744848,126.63333333333334,0.0,-1,2,0,-1,0.0,1,500.0,1000.0,1,1,0,0
,GLOBAL,95,Education,8.922791623969637,tablet,True,False,-1,0.0,7.750848993744848,7.133333333333334,4.0,-1,0,0,-1,1.0,1,5000.0,10000.0,0,1,0,0
,GLOBAL,0,Health & Fitness,3.4339872044851463,GLOBAL,True,False,2,99.0,7.750848993744848,3.866666666666666,0.0,-1,0,0,-1,0.0,1,10.0,50.0,0,1,0,0
,GLOBAL,24,Education,8.006700845440367,GLOBAL,True,False,2,99.0,7.750848993744848,92.03333333333332,4.0,-1,0,0,-1,0.0,1,1000.0,5000.0,0,1,0,0
,GLOBAL,0,Shopping,5.707110264748875,GLOBAL,True,False,-1,0.0,7.750848993744848,38.1,3.0,-1,0,0,-1,0.0,1,100.0,500.0,0,1,0,1
,GLOBAL,0,Utilities,6.621405651764134,GLOBAL,True,False,-1,0.0,7.750848993744848,124.36666666666666,0.0,-1,0,0,-1,0.0,1,500.0,1000.0,1,1,0,0
,GLOBAL,0,Health & Fitness,6.621405651764134,GLOBAL,True,False,-1,0.0,7.750848993744848,2.2333333333333334,0.0,-1,0,0,-1,0.0,1,500.0,1000.0,1,1,0,0
,GLOBAL,0,Lifestyle,6.621405651764134,GLOBAL,True,False,-1,0.0,7.750848993744848,6.4,0.0,-1,2,0,-1,0.0,1,500.0,1000.0,1,1,0,0
,GLOBAL,0,Entertainment,4.330733340286331,GLOBAL,True,False,-1,0.0,7.750848993744848,64.46666666666667,3.0,-1,0,0,-1,0.0,1,50.0,100.0,0,1,0,1
CHINA,GLOBAL,21,Utilities,6.621405651764134,GLOBAL,True,False,2,0.0,7.750848993744848,21.4,3.0,-1,2,0,-1,0.0,0,500.0,1000.0,1,1,0,0
,GLOBAL,13,Medical,6.621405651764134,GLOBAL,True,False,-1,0.0,7.750848993744848,7.133333333333334,5.0,-1,2,0,-1,0.0,1,500.0,1000.0,1,1,0,0
CYPRUS,APAC,70771,Games,15.830413711839864,tablet,True,True,0,99.0,13.920980555952008,24.83333333333333,4.0,-1,0,0,-1,0.0,0,5000000.0,10000000.0,0,0,0,0
,GLOBAL,0,Tools,3.4339872044851463,GLOBAL,True,True,0,0.0,7.750848993744848,70.86666666666666,0.0,-1,0,0,-1,0.0,1,10.0,50.0,0,1,0,0
,GLOBAL,15,Personalization,8.006700845440367,GLOBAL,True,False,-1,0.0,7.750848993744848,89.36666666666666,3.0,-1,0,0,-1,0.0,1,1000.0,5000.0,0,1,0,0
FRANCE,GLOBAL,29,Education,6.621405651764134,GLOBAL,True,False,2,99.0,7.750848993744848,136.26666666666668,4.0,-1,0,0,-1,1.0,0,500.0,1000.0,0,1,0,0
,GLOBAL,27,News & Magazines,8.006700845440367,GLOBAL,True,False,-1,0.0,7.750848993744848,57.06666666666667,4.0,0,0,0,-1,0.0,1,1000.0,5000.0,0,1,0,0
,GLOBAL,0,Games,6.621405651764134,GLOBAL,True,False,-1,0.0,37.14153585995867,4.1,0.0,-1,0,0,-1,0.0,1,500.0,1000.0,1,0,0,0
,GLOBAL,407,Education,10.308985993422082,GLOBAL,True,False,-1,99.0,7.750848993744848,86.53333333333333,4.0,-1,0,0,-1,0.0,1,10000.0,50000.0,0,1,0,0
,GLOBAL,7,Entertainment,8.006700845440367,GLOBAL,True,False,-1,0.0,7.750848993744848,113.13333333333334,3.0,-1,0,0,-1,0.0,1,1000.0,5000.0,0,1,0,0
,GLOBAL,19,Shopping,5.707110264748875,GLOBAL,True,False,-1,0.0,7.750848993744848,67.23333333333333,4.0,-1,0,0,-1,0.0,1,100.0,500.0,0,1,0,0
,GLOBAL,0,Business,6.621405651764134,GLOBAL,True,True,0,99.0,7.750848993744848,48.9,0.0,-1,0,0,-1,0.0,1,500.0,1000.0,0,1,0,0
,APAC,165,Social,10.308985993422082,smartphone,True,False,2,0.0,60.67728496149019,32.56666666666667,3.0,-1,2,0,-1,0.0,1,10000.0,50000.0,0,0,0,0
,GLOBAL,0,Tools,3.4339872044851463,GLOBAL,True,False,-1,0.0,7.750848993744848,10.233333333333333,0.0,-1,0,0,-1,0.0,1,10.0,50.0,0,1,0,0
,CR,1233,Games,12.611541086966115,smartphone,True,False,2,99.0,19.80345922493152,24.83333333333333,4.0,-1,0,0,-1,0.0,1,100000.0,500000.0,0,0,0,0
,GLOBAL,76,Education,8.922791623969637,GLOBAL,True,False,-1,99.0,7.750848993744848,66.23333333333333,4.0,-1,0,0,-1,0.0,1,5000.0,10000.0,0,1,0,0
UNITED STATES,GLOBAL,0,Travel & Local,3.4339872044851463,GLOBAL,True,False,-1,0.0,7.750848993744848,37.93333333333333,3.0,-1,0,0,-1,0.0,0,10.0,50.0,0,1,0,1
UNITED STATES,GLOBAL,2844,Games,8.006700845440367,GLOBAL,True,False,2,99.0,0.1318481012658227,64.03333333333333,4.0,1,0,0,-1,0.0,0,1000.0,5000.0,0,0,0,0
,GLOBAL,0,Travel,6.621405651764134,GLOBAL,True,False,-1,0.0,7.750848993744848,92.86666666666666,0.0,-1,0,0,-1,0.0,1,500.0,1000.0,1,1,0,0
,GLOBAL,169,Video Players & Editors,10.308985993422082,GLOBAL,True,False,2,0.0,7.750848993744848,52.56666666666667,4.0,-1,0,0,-1,0.0,1,10000.0,50000.0,0,1,1,0
INDIA,GLOBAL,0,Education,6.621405651764134,GLOBAL,True,False,2,0.0,7.750848993744848,126.13333333333334,0.0,-1,0,0,-1,1.0,0,500.0,1000.0,1,1,0,0
VIET NAM,FR,39326,Games,17.216707972959764,smartphone,True,True,0,99.0,0.0235797206007739,58.43333333333333,3.0,0,0,0,-1,1.0,0,10000000.0,50000000.0,0,0,0,0
,GLOBAL,0,Shopping,5.707110264748875,GLOBAL,True,True,0,99.0,7.750848993744848,41.133333333333326,0.0,-1,0,0,-1,0.0,1,100.0,500.0,0,1,0,0
,GLOBAL,0,Tools,3.4339872044851463,GLOBAL,True,True,0,0.0,7.750848993744848,17.233333333333334,3.0,-1,0,0,-1,0.0,1,10.0,50.0,0,1,0,1
,GLOBAL,35,Utilities,6.621405651764134,GLOBAL,False,False,-1,0.0,7.750848993744848,121.36666666666666,4.0,-1,0,0,-1,0.0,1,500.0,1000.0,1,1,0,0
,GLOBAL,0,Education,5.707110264748875,GLOBAL,True,False,-1,0.0,7.750848993744848,25.03333333333333,3.0,-1,0,0,-1,0.0,1,100.0,500.0,0,1,0,1
,GLOBAL,95,Productivity,8.006700845440367,GLOBAL,True,False,2,0.0,7.750848993744848,75.36666666666666,4.0,-1,0,0,-1,0.0,1,1000.0,5000.0,0,1,0,0
,GLOBAL,4282,Education,6.621405651764134,GLOBAL,True,False,-1,0.0,7.750848993744848,128.53333333333333,3.0,-1,0,0,-1,0.0,1,500.0,1000.0,1,1,0,0
,GLOBAL,0,Utilities,6.621405651764134,GLOBAL,True,True,0,0.0,7.750848993744848,19.9,0.0,-1,0,0,-1,0.0,1,500.0,1000.0,1,1,0,0
,GLOBAL,0,Education,5.707110264748875,GLOBAL,True,False,-1,0.0,7.750848993744848,3.9666666666666655,0.0,-1,0,0,-1,0.0,1,100.0,500.0,0,1,0,0
,GLOBAL,0,Productivity,6.621405651764134,GLOBAL,True,False,-1,99.0,7.750848993744848,2.1333333333333333,0.0,-1,2,0,-1,0.0,1,500.0,1000.0,0,1,0,0
ISRAEL,TJ,319737,Games,6.621405651764134,smartphone,True,True,0,99.0,5.750867263344755,89.23333333333333,4.0,1,1,0,-1,1.0,0,500.0,1000.0,0,0,0,0
,GLOBAL,0,Business,2.1400661634962708,GLOBAL,True,False,-1,0.0,7.750848993744848,53.7,3.0,-1,0,0,-1,0.0,1,5.0,10.0,0,1,0,1
,GLOBAL,0,Personalization,3.4339872044851463,GLOBAL,True,False,-1,0.0,7.750848993744848,43.36666666666667,3.0,-1,0,0,-1,0.0,1,10.0,50.0,0,1,0,1
,GLOBAL,0,Entertainment,6.621405651764134,GLOBAL,True,False,-1,0.0,7.750848993744848,31.2,3.0,-1,1,0,-1,0.0,1,500.0,1000.0,0,1,0,1
UNITED STATES,APAC,252130,Games,17.216707972959764,GLOBAL,True,True,0,99.0,2221.426640772806,77.83333333333333,4.0,0,0,0,-1,0.0,0,10000000.0,50000000.0,0,0,0,0
,GLOBAL,0,Business,6.621405651764134,GLOBAL,True,False,-1,0.0,7.750848993744848,48.133333333333326,0.0,-1,0,0,-1,0.0,1,500.0,1000.0,1,1,0,0
HONG KONG,TH,11249,Games,13.527829818844937,GLOBAL,True,False,2,99.0,5.621346516820218,24.566666666666663,4.0,-1,0,0,-1,1.0,0,500000.0,1000000.0,0,0,0,0
,GLOBAL,0,Education,5.707110264748875,GLOBAL,True,False,2,99.0,7.750848993744848,88.9,5.0,-1,0,0,-1,0.0,1,100.0,500.0,0,1,0,0
,GLOBAL,0,Education,6.621405651764134,GLOBAL,False,False,-1,0.0,7.750848993744848,97.2,0.0,0,0,0,-1,0.0,1,500.0,1000.0,1,1,0,0
,GLOBAL,0,Finance,4.330733340286331,GLOBAL,False,False,-1,99.0,7.750848993744848,64.73333333333333,3.0,-1,0,0,-1,0.0,1,50.0,100.0,0,1,0,1
,GLOBAL,0,Books & Reference,4.330733340286331,GLOBAL,True,False,2,0.0,7.750848993744848,31.73333333333333,3.0,-1,0,0,-1,0.0,1,50.0,100.0,0,1,0,1
,GLOBAL,119,Music & Audio,10.308985993422082,smartphone,True,False,-1,0.0,7.750848993744848,46.5,4.0,-1,2,0,-1,0.0,1,10000.0,50000.0,0,1,0,0
,GLOBAL,6,Photography,8.006700845440367,GLOBAL,True,False,-1,99.0,7.750848993744848,42.333333333333336,3.0,-1,0,0,-1,0.0,1,1000.0,5000.0,0,1,0,0
,GLOBAL,0,Travel & Local,5.707110264748875,GLOBAL,False,False,-1,99.0,7.750848993744848,90.6,5.0,-1,0,0,-1,0.0,1,100.0,500.0,0,1,0,0
,GLOBAL,6,Games,4.330733340286331,GLOBAL,False,False,-1,0.0,7.750848993744848,131.5,4.0,-1,0,0,-1,0.0,1,50.0,100.0,0,1,0,0
,ES,25766,Entertainment,14.914123179965662,smartphone,True,False,2,99.0,0.1123238297623949,72.96666666666667,3.0,1,1,0,-1,0.0,1,1000000.0,5000000.0,0,0,0,0
,GLOBAL,0,Lifestyle,6.621405651764134,GLOBAL,True,False,-1,0.0,7.750848993744848,4.1,0.0,-1,0,0,-1,0.0,1,500.0,1000.0,1,1,0,0
,GLOBAL,0,Business,6.621405651764134,GLOBAL,False,False,-1,0.0,7.750848993744848,62.46666666666666,0.0,-1,2,0,-1,0.0,1,500.0,1000.0,1,1,0,0
UNITED STATES,GLOBAL,0,Productivity,10.308985993422082,GLOBAL,True,False,2,99.0,7.750848993744848,53.53333333333333,0.0,-1,0,0,-1,0.0,0,10000.0,50000.0,0,1,0,0
CHINA,CA,14478,Games,14.914123179965662,smartphone,True,False,-1,0.0,1.1178199144805203,24.33333333333333,4.0,-1,1,0,-1,0.0,0,1000000.0,5000000.0,0,0,0,0
UNITED STATES,GLOBAL,5,Business,6.621405651764134,GLOBAL,True,False,2,99.0,7.750848993744848,129.5,3.0,-1,0,0,-1,0.0,0,500.0,1000.0,0,1,0,0
,GLOBAL,3502,Games,14.914123179965662,GLOBAL,True,True,0,0.0,7.750848993744848,58.5,3.0,0,1,0,-1,0.0,1,1000000.0,5000000.0,0,1,0,0
,GLOBAL,0,Travel,6.621405651764134,GLOBAL,True,False,-1,0.0,7.750848993744848,6.633333333333334,0.0,-1,2,0,-1,0.0,1,500.0,1000.0,0,1,0,0
,,1156,Entertainment,10.308985993422082,GLOBAL,True,False,2,0.0,0.1710467568984999,11.1,4.0,-1,2,0,-1,0.0,1,10000.0,50000.0,0,0,0,0
,GLOBAL,48,Entertainment,8.006700845440367,GLOBAL,True,False,-1,0.0,7.750848993744848,36.1,4.0,-1,0,0,-1,0.0,1,1000.0,5000.0,0,1,0,0
,GLOBAL,0,Business,1.3862943611198906,GLOBAL,True,False,-1,0.0,7.750848993744848,91.36666666666666,0.0,-1,0,0,-1,0.0,1,1.0,5.0,0,1,0,0
,GLOBAL,0,Tools,4.330733340286331,GLOBAL,True,False,-1,0.0,7.750848993744848,56.633333333333326,3.0,-1,0,0,-1,0.0,1,50.0,100.0,0,1,0,1
,GLOBAL,0,Health & Fitness,6.621405651764134,GLOBAL,True,False,-1,0.0,7.750848993744848,1.7333333333333334,0.0,-1,0,0,-1,0.0,1,500.0,1000.0,1,1,0,0
,,0,Books & Reference,5.707110264748875,tablet,True,False,-1,0.0,0.013,32.9,3.0,-1,0,0,-1,0.0,1,100.0,500.0,0,0,0,1
,GLOBAL,4,Food & Drink,6.621405651764134,GLOBAL,True,False,-1,0.0,7.750848993744848,49.4,3.0,-1,0,0,-1,0.0,1,500.0,1000.0,1,1,0,0
,US,0,Games,12.611541086966115,smartphone,True,True,0,0.0,1.5444073155249478,4.533333333333333,0.0,-1,0,0,-1,1.0,1,100000.0,500000.0,0,0,0,0
,GLOBAL,0,Business,6.621405651764134,GLOBAL,True,False,-1,0.0,7.750848993744848,8.333333333333334,0.0,-1,2,0,-1,0.0,1,500.0,1000.0,0,1,0,0
,GLOBAL,4,Business,6.621405651764134,GLOBAL,True,False,-1,99.0,7.750848993744848,38.16666666666666,4.0,-1,0,0,-1,0.0,1,500.0,1000.0,0,1,0,0
,GLOBAL,0,Food & Drink,2.1400661634962708,GLOBAL,True,False,-1,0.0,7.750848993744848,31.9,3.0,-1,0,0,-1,0.0,1,5.0,10.0,0,1,0,1
PAKISTAN,BD,9097,Games,13.527829818844937,smartphone,True,False,2,0.0,1.4850535751081653,11.133333333333333,4.0,-1,1,0,-1,0.0,0,500000.0,1000000.0,0,0,0,0
,GLOBAL,0,Tools,3.4339872044851463,GLOBAL,True,False,-1,0.0,7.750848993744848,51.3,3.0,-1,0,0,-1,0.0,1,10.0,50.0,0,1,0,1
,GLOBAL,661,Books & Reference,11.225256725762893,GLOBAL,True,False,-1,0.0,7.750848993744848,24.566666666666663,4.0,-1,0,0,-1,0.0,1,50000.0,100000.0,0,1,0,0
,GLOBAL,0,Entertainment,6.621405651764134,GLOBAL,False,False,-1,0.0,7.750848993744848,117.93333333333334,0.0,-1,0,0,-1,0.0,1,500.0,1000.0,1,1,0,0
,GLOBAL,3858,Games,13.527829818844937,GLOBAL,True,False,-1,0.0,7.750848993744848,6.466666666666667,4.0,-1,0,0,-1,0.0,1,500000.0,1000000.0,0,1,0,0
,GLOBAL,0,Entertainment,0.4054651081081644,GLOBAL,True,False,-1,0.0,7.750848993744848,29.33333333333333,3.0,-1,0,0,-1,1.0,1,0.0,1.0,0,1,0,1
,GLOBAL,4102,Books & Reference,12.611541086966115,tablet,True,False,2,0.0,7.750848993744848,77.63333333333334,3.0,1,1,0,-1,0.0,1,100000.0,500000.0,0,1,0,0
,RU,2,Games,6.621405651764134,smartphone,True,False,-1,0.0,1.2003026888350137,14.4,3.0,-1,2,0,-1,0.0,1,500.0,1000.0,1,0,0,0
PAKISTAN,GLOBAL,110,Games,10.308985993422082,GLOBAL,True,False,2,0.0,7.750848993744848,101.56666666666666,4.0,-1,1,0,-1,1.0,0,10000.0,50000.0,0,1,0,0
,GLOBAL,0,Entertainment,4.330733340286331,GLOBAL,True,False,-1,0.0,7.750848993744848,47.266666666666666,3.0,-1,0,0,-1,0.0,1,50.0,100.0,0,1,0,1
,GLOBAL,0,Photography,1.3862943611198906,GLOBAL,True,False,-1,0.0,7.750848993744848,60.06666666666667,3.0,-1,0,0,-1,0.0,1,1.0,5.0,0,1,0,1
,GLOBAL,269,Games,11.225256725762893,GLOBAL,True,False,-1,0.0,7.750848993744848,90.83333333333331,3.0,1,0,0,-1,1.0,1,50000.0,100000.0,0,1,0,0
INDONESIA,GLOBAL,10,Social,5.707110264748875,GLOBAL,True,False,-1,0.0,7.750848993744848,58.06666666666667,5.0,-1,0,0,-1,0.0,0,100.0,500.0,0,1,0,0
,GLOBAL,0,Lifestyle,1.3862943611198906,GLOBAL,True,False,-1,99.0,7.750848993744848,16.4,0.0,-1,0,0,-1,0.0,1,5.0,1.0,0,1,0,0
GREECE,GLOBAL,0,Education,3.4339872044851463,GLOBAL,True,False,2,99.0,7.750848993744848,88.53333333333333,4.0,-1,0,0,-1,1.0,0,10.0,50.0,0,1,0,0
,GLOBAL,17,Entertainment,8.922791623969637,smartphone,True,False,-1,0.0,7.750848993744848,21.1,4.0,-1,0,0,-1,0.0,1,5000.0,10000.0,0,1,0,0
CHINA,GLOBAL,2,Games,6.621405651764134,GLOBAL,True,False,-1,0.0,7.750848993744848,33.96666666666667,3.0,-1,0,0,-1,1.0,0,500.0,1000.0,1,1,0,0
,GLOBAL,0,Food & Drink,6.621405651764134,GLOBAL,True,False,-1,99.0,7.750848993744848,2.4333333333333327,0.0,-1,2,0,-1,0.0,1,500.0,1000.0,0,1,0,0
,GLOBAL,0,Games,5.707110264748875,GLOBAL,True,False,-1,0.0,7.750848993744848,92.2,5.0,-1,0,0,-1,0.0,1,100.0,500.0,0,1,0,0
,GLOBAL,0,Travel & Local,6.621405651764134,GLOBAL,True,False,2,99.0,7.750848993744848,2.7333333333333334,0.0,-1,0,0,-1,0.0,1,500.0,1000.0,0,1,0,0
RUSSIAN FEDERATION,GLOBAL,803,Education,13.527829818844937,GLOBAL,True,False,2,0.0,7.750848993744848,104.63333333333334,4.0,-1,0,0,-1,1.0,0,500000.0,1000000.0,0,1,0,0
,GLOBAL,5,Productivity,6.621405651764134,GLOBAL,True,True,0,99.0,7.750848993744848,56.766666666666666,1.0,-1,0,0,-1,0.0,1,500.0,1000.0,0,1,0,0
,GLOBAL,411,Games,6.621405651764134,GLOBAL,True,False,-1,0.0,7.750848993744848,58.93333333333333,4.0,-1,1,0,-1,0.0,1,500.0,1000.0,0,1,0,0
,GLOBAL,0,Education,0.4054651081081644,GLOBAL,False,False,-1,0.0,7.750848993744848,41.03333333333333,3.0,-1,1,0,-1,0.0,1,0.0,1.0,0,1,0,1
,GLOBAL,0,Travel & Local,5.707110264748875,GLOBAL,True,False,-1,99.0,7.750848993744848,67.63333333333334,3.0,-1,0,0,-1,0.0,1,100.0,500.0,0,1,0,1
UNITED STATES,GLOBAL,0,Business,6.621405651764134,GLOBAL,True,True,0,0.0,7.750848993744848,17.166666666666668,0.0,-1,1,0,-1,0.0,0,500.0,1000.0,1,1,0,0
,GLOBAL,2,Health & Fitness,6.621405651764134,GLOBAL,True,False,-1,0.0,7.750848993744848,52.56666666666667,5.0,-1,0,0,-1,0.0,1,500.0,1000.0,1,1,0,0
UNITED KINGDOM,EMEA,58267,Games,14.914123179965662,smartphone,True,False,2,99.0,70.24402885407008,148.06666666666666,4.0,1,1,0,-1,0.0,0,1000000.0,5000000.0,0,0,0,0
,GLOBAL,0,Shopping,6.621405651764134,GLOBAL,True,False,-1,0.0,7.750848993744848,41.16666666666666,0.0,-1,2,0,-1,0.0,1,500.0,1000.0,1,1,0,0
TURKEY,GLOBAL,17297,Games,14.914123179965662,connected-tv/ott,True,True,0,99.0,7.750848993744848,14.066666666666666,4.0,-1,0,0,-1,0.0,0,1000000.0,5000000.0,0,1,0,0
